Region,Year,PIN,Category
Southern Africa,1998,92,livestock
Southern Africa,1997,91,livestock
Southern Africa,1996,91,livestock
Southern Africa,1995,92,livestock
Southern Africa,1994,94,livestock
Southern Africa,1993,97,livestock
Southern Africa,1992,97,livestock
Southern Africa,1991,96,livestock
Southern Africa,1990,93,livestock
Southern Africa,1989,84,livestock
Southern Africa,1988,83,livestock
Southern Africa,1987,84,livestock
Southern Africa,1986,83,livestock
Southern Africa,1985,86,livestock
Southern Africa,1984,86,livestock
Southern Africa,1983,85,livestock
Southern Africa,1982,84,livestock
Southern Africa,1981,80,livestock
Southern Africa,1980,82,livestock
Southern Africa,1979,84,livestock
Southern Africa,1978,79,livestock
Southern Africa,1977,77,livestock
Southern Africa,1976,75,livestock
Southern Africa,1975,73,livestock
Southern Africa,1974,74,livestock
Southern Africa,1973,75,livestock
Southern Africa,1972,75,livestock
Southern Africa,1971,70,livestock
Southern Africa,1970,70,livestock
Southern Africa,1969,70,livestock
Southern Africa,1968,67,livestock
Southern Africa,1967,65,livestock
Southern Africa,1966,66,livestock
Southern Africa,1965,65,livestock
Southern Africa,1964,61,livestock
Southern Africa,1963,61,livestock
Southern Africa,1962,59,livestock
Southern Africa,1961,59,livestock
Southern Asia,2007,128,livestock
Southern Asia,2006,123,livestock
Southern Asia,2005,117,livestock
Southern Asia,2004,113,livestock
Southern Asia,2003,108,livestock
Southern Asia,2002,105,livestock
Southern Asia,2001,103,livestock
Southern Asia,2000,99,livestock
Southern Asia,1999,96,livestock
Southern Asia,1998,93,livestock
Southern Asia,1997,90,livestock
Southern Asia,1996,87,livestock
Southern Asia,1995,83,livestock
Southern Asia,1994,79,livestock
Southern Asia,1993,75,livestock
Southern Asia,1992,72,livestock
Southern Asia,1991,69,livestock
Southern Asia,1990,67,livestock
Southern Asia,1989,64,livestock
Southern Asia,1988,60,livestock
Southern Asia,1987,58,livestock
Southern Asia,1986,57,livestock
Southern Asia,1985,54,livestock
Southern Asia,1984,52,livestock
Southern Asia,1983,49,livestock
Southern Asia,1982,46,livestock
Southern Asia,1981,44,livestock
Southern Asia,1980,42,livestock
Southern Asia,1979,41,livestock
Southern Asia,1978,39,livestock
Southern Asia,1977,38,livestock
Southern Asia,1976,37,livestock
Southern Asia,1975,35,livestock
Southern Asia,1974,34,livestock
Southern Asia,1973,33,livestock
Southern Asia,1972,32,livestock
Southern Asia,1971,31,livestock
Southern Asia,1970,30,livestock
Southern Asia,1969,30,livestock
Southern Asia,1968,29,livestock
Southern Asia,1967,28,livestock
Southern Asia,1966,28,livestock
Southern Asia,1965,27,livestock
Southern Asia,1964,27,livestock
Southern Asia,1963,27,livestock
Southern Asia,1962,26,livestock
Southern Asia,1961,26,livestock
Southern Europe,2007,97,livestock
Southern Europe,2006,97,livestock
Southern Europe,2005,100,livestock
Southern Europe,2004,101,livestock
Southern Europe,2003,102,livestock
Southern Europe,2002,102,livestock
Southern Europe,2001,100,livestock
Southern Europe,2000,99,livestock
Southern Europe,1999,100,livestock
Southern Europe,1998,99,livestock
Southern Europe,1997,96,livestock
Southern Europe,1996,96,livestock
Southern Europe,1995,94,livestock
Southern Europe,1994,91,livestock
Southern Europe,1993,90,livestock
Southern Europe,1992,91,livestock
Southern Europe,1991,93,livestock
Southern Europe,1990,90,livestock
Southern Europe,1989,89,livestock
Southern Europe,1988,89,livestock
Southern Europe,1987,88,livestock
Southern Europe,1986,85,livestock
Southern Europe,1985,86,livestock
Southern Europe,1984,87,livestock
Southern Europe,1983,86,livestock
Southern Europe,1982,85,livestock
Southern Europe,1981,84,livestock
Southern Europe,1980,83,livestock
Southern Europe,1979,80,livestock
Southern Europe,1978,77,livestock
Southern Europe,1977,75,livestock
Southern Europe,1976,72,livestock
Southern Europe,1975,70,livestock
Southern Europe,1974,69,livestock
Southern Europe,1973,64,livestock
Southern Europe,1972,61,livestock
Southern Europe,1971,60,livestock
Southern Europe,1970,60,livestock
Southern Europe,1969,57,livestock
Southern Europe,1968,56,livestock
Southern Europe,1967,53,livestock
Southern Europe,1966,52,livestock
Southern Europe,1965,49,livestock
Southern Europe,1964,47,livestock
Southern Europe,1963,44,livestock
Southern Europe,1962,45,livestock
Southern Europe,1961,44,livestock
Western Africa,2007,124,livestock
Western Africa,2006,120,livestock
Western Africa,2005,115,livestock
Western Africa,2004,112,livestock
Western Africa,2003,108,livestock
Western Africa,2002,105,livestock
Western Africa,2001,104,livestock
Western Africa,2000,99,livestock
Western Africa,1999,96,livestock
Western Africa,1998,93,livestock
Western Africa,1997,88,livestock
Western Africa,1996,86,livestock
Western Africa,1995,83,livestock
Western Africa,1994,82,livestock
Western Africa,1993,79,livestock
Western Africa,1992,75,livestock
Western Africa,1991,75,livestock
Western Africa,1990,75,livestock
Western Africa,1989,71,livestock
Western Africa,1988,70,livestock
Western Africa,1987,70,livestock
Western Africa,1986,68,livestock
Western Africa,1985,70,livestock
Western Africa,1984,69,livestock
Western Africa,1983,69,livestock
Western Africa,1982,67,livestock
Western Africa,1981,64,livestock
Western Africa,1980,64,livestock
Western Africa,1979,57,livestock
Western Africa,1978,55,livestock
Western Africa,1977,52,livestock
Western Africa,1976,50,livestock
Western Africa,1975,46,livestock
Western Africa,1974,44,livestock
Western Africa,1973,43,livestock
Western Africa,1972,43,livestock
Western Africa,1971,45,livestock
Western Africa,1970,45,livestock
Western Africa,1969,44,livestock
Western Africa,1968,42,livestock
Western Africa,1967,41,livestock
Western Africa,1966,38,livestock
Western Africa,1965,38,livestock
Western Africa,1964,36,livestock
Western Africa,1963,34,livestock
Western Africa,1962,32,livestock
Western Africa,1961,32,livestock
Western Asia,2007,103,livestock
Western Asia,2006,112,livestock
Western Asia,2005,116,livestock
Western Asia,2004,112,livestock
Western Asia,2003,108,livestock
Western Asia,2002,101,livestock
Western Asia,2001,100,livestock
Western Asia,2000,101,livestock
Western Asia,1999,97,livestock
Western Asia,1998,95,livestock
Western Asia,1997,93,livestock
Western Asia,1996,88,livestock
Western Asia,1995,86,livestock
Western Asia,1994,86,livestock
Western Asia,1993,82,livestock
Western Asia,1992,81,livestock
Western Asia,1991,73,livestock
Western Asia,1990,74,livestock
Western Asia,1989,74,livestock
Western Asia,1988,73,livestock
Western Asia,1987,70,livestock
Western Asia,1986,72,livestock
Western Asia,1985,68,livestock
Western Asia,1984,67,livestock
Western Asia,1983,60,livestock
Western Asia,1982,59,livestock
Western Asia,1981,58,livestock
Western Asia,1980,55,livestock
Western Asia,1979,53,livestock
Western Asia,1978,51,livestock
Western Asia,1977,49,livestock
Western Asia,1976,48,livestock
Western Asia,1975,47,livestock
Western Asia,1974,45,livestock
Western Asia,1973,42,livestock
Western Asia,1972,41,livestock
Western Asia,1971,41,livestock
Western Asia,1970,40,livestock
Western Asia,1969,40,livestock
Western Asia,1968,38,livestock
Western Asia,1967,38,livestock
Western Asia,1966,38,livestock
Western Asia,1965,36,livestock
Western Asia,1964,36,livestock
Western Asia,1963,35,livestock
Western Asia,1962,34,livestock
Western Asia,1961,33,livestock
Western Europe,2007,92,livestock
Western Europe,2006,92,livestock
Western Europe,2005,97,livestock
Western Europe,2004,97,livestock
Western Europe,2003,98,livestock
Western Europe,2002,99,livestock
Western Europe,2001,99,livestock
Western Europe,2000,99,livestock
Western Europe,1999,100,livestock
Western Europe,1998,100,livestock
Western Europe,1997,99,livestock
Western Europe,1996,100,livestock
Western Europe,1995,99,livestock
Western Europe,1994,98,livestock
Western Europe,1993,98,livestock
Western Europe,1992,100,livestock
Western Europe,1991,103,livestock
Western Europe,1990,103,livestock
Western Europe,1989,102,livestock
Western Europe,1988,103,livestock
Western Europe,1987,105,livestock
Western Europe,1986,107,livestock
Western Europe,1985,104,livestock
Western Europe,1984,104,livestock
Western Europe,1983,102,livestock
Western Europe,1982,100,livestock
Western Europe,1981,100,livestock
Western Europe,1980,99,livestock
Western Europe,1979,96,livestock
Western Europe,1978,93,livestock
Western Europe,1977,90,livestock
Western Europe,1976,90,livestock
Western Europe,1975,89,livestock
Western Europe,1974,88,livestock
Western Europe,1973,83,livestock
Western Europe,1972,82,livestock
Western Europe,1971,82,livestock
Western Europe,1970,81,livestock
Western Europe,1969,79,livestock
Western Europe,1968,78,livestock
Western Europe,1967,76,livestock
Western Europe,1966,72,livestock
Western Europe,1965,71,livestock
Western Europe,1964,69,livestock
Western Europe,1963,69,livestock
Western Europe,1962,68,livestock
Western Europe,1961,66,livestock
World,2007,112,livestock
World,2006,111,livestock
World,2005,111,livestock
World,2004,108,livestock
World,2003,105,livestock
World,2002,104,livestock
World,2001,101,livestock
World,2000,100,livestock
World,1999,98,livestock
World,1998,95,livestock
World,1997,93,livestock
World,1996,92,livestock
World,1995,91,livestock
World,1994,88,livestock
World,1993,86,livestock
World,1992,84,livestock
World,1991,84,livestock
World,1990,83,livestock
World,1989,81,livestock
World,1988,79,livestock
World,1987,77,livestock
World,1986,76,livestock
World,1985,74,livestock
World,1984,72,livestock
World,1983,70,livestock
World,1982,68,livestock
World,1981,67,livestock
World,1980,66,livestock
World,1979,65,livestock
World,1978,63,livestock
World,1977,62,livestock
World,1976,60,livestock
World,1975,58,livestock
World,1974,57,livestock
World,1973,55,livestock
World,1972,54,livestock
World,1971,53,livestock
World,1970,52,livestock
World,1969,51,livestock
World,1968,50,livestock
World,1967,49,livestock
World,1966,47,livestock
World,1965,46,livestock
World,1964,44,livestock
World,1963,43,livestock
World,1962,42,livestock
World,1961,41,livestock
Africa,2007,92,non_food
Africa,2006,97,non_food
Africa,2005,103,non_food
Africa,2004,101,non_food
Africa,2003,96,non_food
Africa,2002,100,non_food
Africa,2001,103,non_food
Africa,2000,97,non_food
Africa,1999,98,non_food
Africa,1998,102,non_food
Africa,1997,103,non_food
Africa,1996,101,non_food
Africa,1995,87,non_food
Africa,1994,80,non_food
Africa,1993,84,non_food
Africa,1992,85,non_food
Africa,1991,87,non_food
Africa,1990,84,non_food
Africa,1989,83,non_food
Africa,1988,81,non_food
Africa,1987,79,non_food
Africa,1986,80,non_food
Africa,1985,79,non_food
Africa,1984,74,non_food
Africa,1983,71,non_food
Africa,1982,71,non_food
Africa,1981,70,non_food
Africa,1980,72,non_food
Africa,1979,70,non_food
Africa,1978,70,non_food
Africa,1977,69,non_food
Africa,1976,67,non_food
Africa,1975,71,non_food
Africa,1974,73,non_food
Africa,1973,73,non_food
Africa,1972,74,non_food
Africa,1971,73,non_food
Africa,1970,74,non_food
Africa,1969,75,non_food
Africa,1968,64,non_food
Africa,1967,62,non_food
Africa,1966,65,non_food
Africa,1965,63,non_food
Africa,1964,62,non_food
Africa,1963,56,non_food
Africa,1962,56,non_food
Africa,1961,49,non_food
Americas,2007,113,non_food
Americas,2006,113,non_food
Americas,2005,122,non_food
Americas,2004,122,non_food
Americas,2003,98,non_food
Americas,2002,99,non_food
Americas,2001,106,non_food
Americas,2000,97,non_food
Americas,1999,96,non_food
Americas,1998,91,non_food
Americas,1997,100,non_food
Americas,1996,102,non_food
Americas,1995,96,non_food
Americas,1994,102,non_food
Americas,1993,94,non_food
Americas,1992,99,non_food
Americas,1991,106,non_food
Americas,1990,100,non_food
Americas,1989,88,non_food
Americas,1988,99,non_food
Americas,1987,94,non_food
Americas,1986,80,non_food
Americas,1985,98,non_food
Americas,1984,92,non_food
Americas,1983,77,non_food
Americas,1982,88,non_food
Americas,1981,104,non_food
Americas,1980,87,non_food
Americas,1979,96,non_food
Americas,1978,91,non_food
Americas,1977,96,non_food
Americas,1976,77,non_food
Americas,1975,81,non_food
Americas,1974,92,non_food
Americas,1973,88,non_food
Americas,1972,90,non_food
Americas,1971,83,non_food
Americas,1970,81,non_food
Americas,1969,83,non_food
Americas,1968,84,non_food
Americas,1967,77,non_food
Americas,1966,81,non_food
Americas,1965,100,non_food
Americas,1964,93,non_food
Americas,1963,98,non_food
Americas,1962,98,non_food
Americas,1961,92,non_food
Asia,2007,133,non_food
Asia,2006,129,non_food
Asia,2005,121,non_food
Asia,2004,120,non_food
Asia,2003,104,non_food
Asia,2002,101,non_food
Asia,2001,103,non_food
Asia,2000,99,non_food
Asia,1999,97,non_food
Asia,1998,98,non_food
Asia,1997,106,non_food
Asia,1996,100,non_food
Asia,1995,99,non_food
Asia,1994,94,non_food
Asia,1993,97,non_food
Asia,1992,101,non_food
Asia,1991,93,non_food
Asia,1990,84,non_food
Asia,1989,81,non_food
Asia,1988,79,non_food
Asia,1987,73,non_food
Asia,1986,68,non_food
Asia,1985,77,non_food
Asia,1984,79,non_food
Asia,1983,66,non_food
Asia,1982,67,non_food
Asia,1981,60,non_food
Asia,1980,55,non_food
Asia,1979,53,non_food
Asia,1978,54,non_food
Asia,1977,51,non_food
Asia,1976,48,non_food
Asia,1975,49,non_food
Asia,1974,51,non_food
Asia,1973,51,non_food
Asia,1972,47,non_food
Asia,1971,46,non_food
Asia,1970,45,non_food
Asia,1969,45,non_food
Asia,1968,45,non_food
Asia,1967,45,non_food
Asia,1966,43,non_food
Asia,1965,40,non_food
Asia,1964,38,non_food
Asia,1963,35,non_food
Asia,1962,31,non_food
Asia,1961,30,non_food
Australia and New Zealand,2007,62,non_food
Australia and New Zealand,2006,80,non_food
Australia and New Zealand,2005,84,non_food
Australia and New Zealand,2004,67,non_food
Australia and New Zealand,2003,71,non_food
Australia and New Zealand,2002,90,non_food
Australia and New Zealand,2001,102,non_food
Australia and New Zealand,2000,99,non_food
Australia and New Zealand,1999,98,non_food
Australia and New Zealand,1998,97,non_food
Australia and New Zealand,1997,97,non_food
Australia and New Zealand,1996,84,non_food
Australia and New Zealand,1995,85,non_food
Australia and New Zealand,1994,90,non_food
Australia and New Zealand,1993,93,non_food
Australia and New Zealand,1992,104,non_food
Australia and New Zealand,1991,110,non_food
Australia and New Zealand,1990,106,non_food
Australia and New Zealand,1989,97,non_food
Australia and New Zealand,1988,94,non_food
Australia and New Zealand,1987,90,non_food
Australia and New Zealand,1986,88,non_food
Australia and New Zealand,1985,86,non_food
Australia and New Zealand,1984,75,non_food
Australia and New Zealand,1983,70,non_food
Australia and New Zealand,1982,72,non_food
Australia and New Zealand,1981,71,non_food
Australia and New Zealand,1980,69,non_food
Australia and New Zealand,1979,65,non_food
Australia and New Zealand,1978,62,non_food
Australia and New Zealand,1977,62,non_food
Australia and New Zealand,1976,66,non_food
Australia and New Zealand,1975,67,non_food
Australia and New Zealand,1974,61,non_food
Australia and New Zealand,1973,65,non_food
Australia and New Zealand,1972,75,non_food
Australia and New Zealand,1971,75,non_food
Australia and New Zealand,1970,78,non_food
Australia and New Zealand,1969,75,non_food
Australia and New Zealand,1968,70,non_food
Australia and New Zealand,1967,68,non_food
Australia and New Zealand,1966,65,non_food
Australia and New Zealand,1965,68,non_food
Australia and New Zealand,1964,66,non_food
Australia and New Zealand,1963,63,non_food
Australia and New Zealand,1962,63,non_food
Australia and New Zealand,1961,61,non_food
Caribbean,2007,85,non_food
Caribbean,2006,89,non_food
Caribbean,2005,82,non_food
Caribbean,2004,90,non_food
Caribbean,2003,84,non_food
Caribbean,2002,94,non_food
Caribbean,2001,97,non_food
Caribbean,2000,104,non_food
Caribbean,1999,97,non_food
Caribbean,1998,142,non_food
Caribbean,1997,123,non_food
Caribbean,1996,114,non_food
Caribbean,1995,101,non_food
Caribbean,1994,89,non_food
Caribbean,1993,96,non_food
Caribbean,1992,101,non_food
Caribbean,1991,124,non_food
Caribbean,1990,130,non_food
Caribbean,1989,152,non_food
Caribbean,1988,147,non_food
Caribbean,1987,145,non_food
Caribbean,1986,150,non_food
Caribbean,1985,158,non_food
Caribbean,1984,154,non_food
Caribbean,1983,141,non_food
Caribbean,1982,156,non_food
Caribbean,1981,166,non_food
Caribbean,1980,119,non_food
Caribbean,1979,152,non_food
Caribbean,1978,153,non_food
Caribbean,1977,146,non_food
Caribbean,1976,171,non_food
Caribbean,1975,148,non_food
Caribbean,1974,151,non_food
Caribbean,1973,158,non_food
Caribbean,1972,131,non_food
Caribbean,1971,111,non_food
Caribbean,1970,116,non_food
Caribbean,1969,121,non_food
Caribbean,1968,132,non_food
Caribbean,1967,140,non_food
Caribbean,1966,148,non_food
Caribbean,1965,138,non_food
Caribbean,1964,164,non_food
Caribbean,1963,171,non_food
Caribbean,1962,174,non_food
Caribbean,1961,170,non_food
Central America,2007,94,non_food
Central America,2006,88,non_food
Central America,2005,92,non_food
Central America,2004,89,non_food
Central America,2003,84,non_food
Central America,2002,80,non_food
Central America,2001,95,non_food
Central America,2000,99,non_food
Central America,1999,104,non_food
Central America,1998,109,non_food
Central America,1997,107,non_food
Central America,1996,115,non_food
Central America,1995,100,non_food
Central America,1994,94,non_food
Central America,1993,85,non_food
Central America,1992,89,non_food
Central America,1991,103,non_food
Central America,1990,110,non_food
Central America,1989,100,non_food
Central America,1988,124,non_food
Central America,1987,112,non_food
Central America,1986,105,non_food
Central America,1985,107,non_food
Central America,1984,120,non_food
Central America,1983,117,non_food
Central America,1982,111,non_food
Central America,1981,134,non_food
Central America,1980,141,non_food
Central America,1979,146,non_food
Central America,1978,148,non_food
Central America,1977,142,non_food
Central America,1976,115,non_food
Central America,1975,118,non_food
Central America,1974,157,non_food
Central America,1973,131,non_food
Central America,1972,130,non_food
Central America,1971,122,non_food
Central America,1970,110,non_food
Central America,1969,121,non_food
Central America,1968,140,non_food
Central America,1967,131,non_food
Central America,1966,134,non_food
Central America,1965,143,non_food
Central America,1964,136,non_food
Central America,1963,125,non_food
Central America,1962,112,non_food
Central America,1961,101,non_food
Central Asia,2007,111,non_food
Central Asia,2006,112,non_food
Central Asia,2005,123,non_food
Central Asia,2004,117,non_food
Central Asia,2003,99,non_food
Central Asia,2002,99,non_food
Central Asia,2001,108,non_food
Central Asia,2000,95,non_food
Central Asia,1999,95,non_food
Central Asia,1998,100,non_food
Central Asia,1997,97,non_food
Central Asia,1996,94,non_food
Central Asia,1995,120,non_food
Central Asia,1994,125,non_food
Central Asia,1993,133,non_food
Central Asia,1992,130,non_food
Central Asia,1991,0,non_food
Central Asia,1990,0,non_food
Central Asia,1989,0,non_food
Central Asia,1988,0,non_food
Central Asia,1987,0,non_food
Central Asia,1986,0,non_food
Central Asia,1985,0,non_food
Central Asia,1984,0,non_food
Central Asia,1983,0,non_food
Central Asia,1982,0,non_food
Central Asia,1981,0,non_food
Central Asia,1980,0,non_food
Central Asia,1979,0,non_food
Central Asia,1978,0,non_food
Central Asia,1977,0,non_food
Central Asia,1976,0,non_food
Central Asia,1975,0,non_food
Central Asia,1974,0,non_food
Central Asia,1973,0,non_food
Central Asia,1972,0,non_food
Central Asia,1971,0,non_food
Central Asia,1970,0,non_food
Central Asia,1969,0,non_food
Central Asia,1968,0,non_food
Central Asia,1967,0,non_food
Central Asia,1966,0,non_food
Central Asia,1965,0,non_food
Central Asia,1964,0,non_food
Central Asia,1963,0,non_food
Central Asia,1962,0,non_food
Central Asia,1961,0,non_food
Eastern Africa,2007,110,non_food
Eastern Africa,2006,103,non_food
Eastern Africa,2005,106,non_food
Eastern Africa,2004,104,non_food
Eastern Africa,2003,94,non_food
Eastern Africa,2002,101,non_food
Eastern Africa,2001,102,non_food
Eastern Africa,2000,98,non_food
Eastern Africa,1999,98,non_food
Eastern Africa,1998,103,non_food
Eastern Africa,1997,101,non_food
Eastern Africa,1996,105,non_food
Eastern Africa,1995,91,non_food
Eastern Africa,1994,83,non_food
Eastern Africa,1993,87,non_food
Eastern Africa,1992,84,non_food
Eastern Africa,1991,88,non_food
Eastern Africa,1990,78,non_food
Eastern Africa,1989,79,non_food
Eastern Africa,1988,78,non_food
Eastern Africa,1987,75,non_food
Eastern Africa,1986,75,non_food
Eastern Africa,1985,71,non_food
Eastern Africa,1984,71,non_food
Eastern Africa,1983,63,non_food
Eastern Africa,1982,62,non_food
Eastern Africa,1981,61,non_food
Eastern Africa,1980,64,non_food
Eastern Africa,1979,61,non_food
Eastern Africa,1978,61,non_food
Eastern Africa,1977,62,non_food
Eastern Africa,1976,60,non_food
Eastern Africa,1975,59,non_food
Eastern Africa,1974,61,non_food
Eastern Africa,1973,62,non_food
Eastern Africa,1972,61,non_food
Eastern Africa,1971,58,non_food
Eastern Africa,1970,58,non_food
Eastern Africa,1969,62,non_food
Eastern Africa,1968,47,non_food
Eastern Africa,1967,52,non_food
Eastern Africa,1966,54,non_food
Eastern Africa,1965,50,non_food
Eastern Africa,1964,52,non_food
Eastern Africa,1963,42,non_food
Eastern Africa,1962,41,non_food
Eastern Africa,1961,39,non_food
Eastern Asia,2007,138,non_food
Eastern Asia,2006,132,non_food
Eastern Asia,2005,121,non_food
Eastern Asia,2004,123,non_food
Eastern Asia,2003,103,non_food
Eastern Asia,2002,106,non_food
Eastern Asia,2001,107,non_food
Eastern Asia,2000,99,non_food
Eastern Asia,1999,92,non_food
Eastern Asia,1998,97,non_food
Eastern Asia,1997,120,non_food
Eastern Asia,1996,104,non_food
Eastern Asia,1995,100,non_food
Eastern Asia,1994,95,non_food
Eastern Asia,1993,104,non_food
Eastern Asia,1992,112,non_food
Eastern Asia,1991,117,non_food
Eastern Asia,1990,100,non_food
Eastern Asia,1989,95,non_food
Eastern Asia,1988,97,non_food
Eastern Asia,1987,88,non_food
Eastern Asia,1986,76,non_food
Eastern Asia,1985,94,non_food
Eastern Asia,1984,105,non_food
Eastern Asia,1983,82,non_food
Eastern Asia,1982,82,non_food
Eastern Asia,1981,67,non_food
Eastern Asia,1980,56,non_food
Eastern Asia,1979,51,non_food
Eastern Asia,1978,54,non_food
Eastern Asia,1977,49,non_food
Eastern Asia,1976,49,non_food
Eastern Asia,1975,51,non_food
Eastern Asia,1974,52,non_food
Eastern Asia,1973,53,non_food
Eastern Asia,1972,44,non_food
Eastern Asia,1971,44,non_food
Eastern Asia,1970,45,non_food
Eastern Asia,1969,43,non_food
Eastern Asia,1968,47,non_food
Eastern Asia,1967,47,non_food
Eastern Asia,1966,45,non_food
Eastern Asia,1965,40,non_food
Eastern Asia,1964,35,non_food
Eastern Asia,1963,28,non_food
Eastern Asia,1962,22,non_food
Eastern Asia,1961,22,non_food
Eastern Europe,2007,92,non_food
Eastern Europe,2006,94,non_food
Eastern Europe,2005,103,non_food
Eastern Europe,2004,108,non_food
Eastern Europe,2003,97,non_food
Eastern Europe,2002,97,non_food
Eastern Europe,2001,100,non_food
Eastern Europe,2000,97,non_food
Eastern Europe,1999,101,non_food
Eastern Europe,1998,104,non_food
Eastern Europe,1997,114,non_food
Eastern Europe,1996,123,non_food
Eastern Europe,1995,141,non_food
Eastern Europe,1994,163,non_food
Eastern Europe,1993,187,non_food
Eastern Europe,1992,208,non_food
Eastern Europe,1991,1163,non_food
Eastern Europe,1990,1256,non_food
Eastern Europe,1989,1277,non_food
Eastern Europe,1988,1331,non_food
Eastern Europe,1987,1290,non_food
Eastern Europe,1986,1366,non_food
Eastern Europe,1985,1396,non_food
Eastern Europe,1984,1283,non_food
Eastern Europe,1983,1348,non_food
Eastern Europe,1982,1383,non_food
Eastern Europe,1981,1358,non_food
Eastern Europe,1980,1309,non_food
Eastern Europe,1979,1282,non_food
Eastern Europe,1978,1339,non_food
Eastern Europe,1977,1342,non_food
Eastern Europe,1976,1344,non_food
Eastern Europe,1975,1345,non_food
Eastern Europe,1974,1264,non_food
Eastern Europe,1973,1267,non_food
Eastern Europe,1972,1230,non_food
Eastern Europe,1971,1202,non_food
Eastern Europe,1970,1128,non_food
Eastern Europe,1969,1047,non_food
Eastern Europe,1968,1089,non_food
Eastern Europe,1967,1105,non_food
Eastern Europe,1966,1080,non_food
Eastern Europe,1965,1021,non_food
Eastern Europe,1964,992,non_food
Eastern Europe,1963,939,non_food
Eastern Europe,1962,833,non_food
Eastern Europe,1961,814,non_food
Europe,2007,80,non_food
Europe,2006,82,non_food
Europe,2005,98,non_food
Europe,2004,98,non_food
Europe,2003,92,non_food
Europe,2002,96,non_food
Europe,2001,97,non_food
Europe,2000,97,non_food
Europe,1999,104,non_food
Europe,1998,98,non_food
Europe,1997,97,non_food
Europe,1996,100,non_food
Europe,1995,101,non_food
Europe,1994,105,non_food
Europe,1993,107,non_food
Europe,1992,112,non_food
Europe,1991,262,non_food
Europe,1990,278,non_food
Europe,1989,280,non_food
Europe,1988,286,non_food
Europe,1987,274,non_food
Europe,1986,285,non_food
Europe,1985,286,non_food
Europe,1984,265,non_food
Europe,1983,269,non_food
Europe,1982,275,non_food
Europe,1981,270,non_food
Europe,1980,260,non_food
Europe,1979,257,non_food
Europe,1978,265,non_food
Europe,1977,265,non_food
Europe,1976,267,non_food
Europe,1975,265,non_food
Europe,1974,249,non_food
Europe,1973,250,non_food
Europe,1972,244,non_food
Europe,1971,237,non_food
Europe,1970,226,non_food
Europe,1969,213,non_food
Europe,1968,221,non_food
Europe,1967,229,non_food
Europe,1966,223,non_food
Europe,1965,215,non_food
Europe,1964,212,non_food
Europe,1963,204,non_food
Europe,1962,181,non_food
Europe,1961,174,non_food
European Union,2007,79,non_food
European Union,2006,81,non_food
European Union,2005,98,non_food
European Union,2004,98,non_food
European Union,2003,93,non_food
European Union,2002,98,non_food
European Union,2001,98,non_food
European Union,2000,98,non_food
European Union,1999,102,non_food
European Union,1998,95,non_food
European Union,1997,94,non_food
European Union,1996,96,non_food
European Union,1995,93,non_food
European Union,1994,94,non_food
European Union,1993,92,non_food
European Union,1992,95,non_food
European Union,1991,95,non_food
European Union,1990,97,non_food
European Union,1989,95,non_food
European Union,1988,98,non_food
European Union,1987,93,non_food
European Union,1986,91,non_food
European Union,1985,87,non_food
European Union,1984,86,non_food
European Union,1983,76,non_food
European Union,1982,78,non_food
European Union,1981,76,non_food
European Union,1980,72,non_food
European Union,1979,77,non_food
European Union,1978,74,non_food
European Union,1977,73,non_food
European Union,1976,81,non_food
European Union,1975,76,non_food
European Union,1974,69,non_food
European Union,1973,70,non_food
European Union,1972,72,non_food
European Union,1971,67,non_food
European Union,1970,68,non_food
European Union,1969,68,non_food
European Union,1968,70,non_food
European Union,1967,75,non_food
European Union,1966,72,non_food
European Union,1965,72,non_food
European Union,1964,78,non_food
European Union,1963,75,non_food
European Union,1962,67,non_food
European Union,1961,60,non_food
LandLocked developing countries,2007,99,non_food
LandLocked developing countries,2006,102,non_food
LandLocked developing countries,2005,111,non_food
LandLocked developing countries,2004,110,non_food
LandLocked developing countries,2003,96,non_food
LandLocked developing countries,2002,98,non_food
LandLocked developing countries,2001,105,non_food
LandLocked developing countries,2000,95,non_food
LandLocked developing countries,1999,98,non_food
LandLocked developing countries,1998,103,non_food
LandLocked developing countries,1997,102,non_food
LandLocked developing countries,1996,100,non_food
LandLocked developing countries,1995,107,non_food
LandLocked developing countries,1994,108,non_food
LandLocked developing countries,1993,113,non_food
LandLocked developing countries,1992,108,non_food
LandLocked developing countries,1991,38,non_food
LandLocked developing countries,1990,35,non_food
LandLocked developing countries,1989,35,non_food
LandLocked developing countries,1988,33,non_food
LandLocked developing countries,1987,28,non_food
LandLocked developing countries,1986,29,non_food
LandLocked developing countries,1985,31,non_food
LandLocked developing countries,1984,29,non_food
LandLocked developing countries,1983,25,non_food
LandLocked developing countries,1982,23,non_food
LandLocked developing countries,1981,22,non_food
LandLocked developing countries,1980,23,non_food
LandLocked developing countries,1979,25,non_food
LandLocked developing countries,1978,24,non_food
LandLocked developing countries,1977,25,non_food
LandLocked developing countries,1976,25,non_food
LandLocked developing countries,1975,25,non_food
LandLocked developing countries,1974,24,non_food
LandLocked developing countries,1973,23,non_food
LandLocked developing countries,1972,21,non_food
LandLocked developing countries,1971,20,non_food
LandLocked developing countries,1970,20,non_food
LandLocked developing countries,1969,23,non_food
LandLocked developing countries,1968,17,non_food
LandLocked developing countries,1967,18,non_food
LandLocked developing countries,1966,18,non_food
LandLocked developing countries,1965,18,non_food
LandLocked developing countries,1964,19,non_food
