Region,Year,PIN
Iran,1977,39
Iran,1976,38
Iran,1975,35
Iran,1974,35
Iran,1973,34
Iran,1972,32
Iran,1971,31
Iran,1970,30
Iran,1969,29
Iran,1968,28
Iran,1967,27
Iran,1966,25
Iran,1965,25
Iran,1964,25
Iran,1963,24
Iran,1962,25
Iran,1961,24
Iraq,2007,101
Iraq,2006,96
Iraq,2005,121
Iraq,2004,92
Iraq,2003,87
Iraq,2002,111
Iraq,2001,109
Iraq,2000,103
Iraq,1999,86
Iraq,1998,78
Iraq,1997,78
Iraq,1996,71
Iraq,1995,67
Iraq,1994,75
Iraq,1993,71
Iraq,1992,62
Iraq,1991,62
Iraq,1990,139
Iraq,1989,158
Iraq,1988,134
Iraq,1987,134
Iraq,1986,135
Iraq,1985,127
Iraq,1984,119
Iraq,1983,108
Iraq,1982,120
Iraq,1981,98
Iraq,1980,99
Iraq,1979,97
Iraq,1978,95
Iraq,1977,94
Iraq,1976,93
Iraq,1975,84
Iraq,1974,85
Iraq,1973,86
Iraq,1972,87
Iraq,1971,86
Iraq,1970,86
Iraq,1969,82
Iraq,1968,79
Iraq,1967,76
Iraq,1966,74
Iraq,1965,72
Iraq,1964,74
Iraq,1963,74
Iraq,1962,74
Iraq,1961,74
Ireland,2007,94
Ireland,2006,96
Ireland,2005,96
Ireland,2004,95
Ireland,2003,95
Ireland,2002,94
Ireland,2001,97
Ireland,2000,98
Ireland,1999,103
Ireland,1998,97
Ireland,1997,94
Ireland,1996,94
Ireland,1995,94
Ireland,1994,93
Ireland,1993,96
Ireland,1992,94
Ireland,1991,94
Ireland,1990,93
Ireland,1989,84
Ireland,1988,86
Ireland,1987,89
Ireland,1986,93
Ireland,1985,90
Ireland,1984,86
Ireland,1983,82
Ireland,1982,76
Ireland,1981,71
Ireland,1980,81
Ireland,1979,75
Ireland,1978,78
Ireland,1977,71
Ireland,1976,65
Ireland,1975,72
Ireland,1974,62
Ireland,1973,55
Ireland,1972,57
Ireland,1971,58
Ireland,1970,52
Ireland,1969,53
Ireland,1968,53
Ireland,1967,53
Ireland,1966,47
Ireland,1965,44
Ireland,1964,45
Ireland,1963,43
Ireland,1962,42
Ireland,1961,43
Israel,2007,85
Israel,2006,115
Israel,2005,116
Israel,2004,116
Israel,2003,116
Israel,2002,114
Israel,2001,108
Israel,2000,104
Israel,1999,87
Israel,1998,83
Israel,1997,86
Israel,1996,84
Israel,1995,83
Israel,1994,84
Israel,1993,79
Israel,1992,76
Israel,1991,73
Israel,1990,69
Israel,1989,68
Israel,1988,69
Israel,1987,64
Israel,1986,62
Israel,1985,64
Israel,1984,66
Israel,1983,61
Israel,1982,59
Israel,1981,55
Israel,1980,54
Israel,1979,55
Israel,1978,55
Israel,1977,55
Israel,1976,53
Israel,1975,48
Israel,1974,46
Israel,1973,42
Israel,1972,41
Israel,1971,39
Israel,1970,36
Israel,1969,34
Israel,1968,33
Israel,1967,33
Israel,1966,30
Israel,1965,29
Israel,1964,29
Israel,1963,27
Israel,1962,27
Israel,1961,25
Italy,2007,95
Italy,2006,95
Italy,2005,95
Italy,2004,96
Italy,2003,97
Italy,2002,99
Italy,2001,99
Italy,2000,100
Italy,1999,100
Italy,1998,99
Italy,1997,100
Italy,1996,100
Italy,1995,97
Italy,1994,96
Italy,1993,95
Italy,1992,96
Italy,1991,94
Italy,1990,93
Italy,1989,90
Italy,1988,92
Italy,1987,91
Italy,1986,89
Italy,1985,91
Italy,1984,92
Italy,1983,91
Italy,1982,88
Italy,1981,87
Italy,1980,88
Italy,1979,86
Italy,1978,82
Italy,1977,81
Italy,1976,76
Italy,1975,74
Italy,1974,75
Italy,1973,73
Italy,1972,69
Italy,1971,69
Italy,1970,70
Italy,1969,69
Italy,1968,68
Italy,1967,65
Italy,1966,66
Italy,1965,61
Italy,1964,57
Italy,1963,54
Italy,1962,59
Italy,1961,58
Jamaica,2007,108
Jamaica,2006,109
Jamaica,2005,108
Jamaica,2004,108
Jamaica,2003,109
Jamaica,2002,104
Jamaica,2001,101
Jamaica,2000,99
Jamaica,1999,98
Jamaica,1998,92
Jamaica,1997,87
Jamaica,1996,86
Jamaica,1995,80
Jamaica,1994,79
Jamaica,1993,60
Jamaica,1992,67
Jamaica,1991,65
Jamaica,1990,64
Jamaica,1989,53
Jamaica,1988,57
Jamaica,1987,59
Jamaica,1986,54
Jamaica,1985,50
Jamaica,1984,61
Jamaica,1983,56
Jamaica,1982,49
Jamaica,1981,50
Jamaica,1980,52
Jamaica,1979,52
Jamaica,1978,51
Jamaica,1977,51
Jamaica,1976,49
Jamaica,1975,46
Jamaica,1974,45
Jamaica,1973,44
Jamaica,1972,38
Jamaica,1971,40
Jamaica,1970,38
Jamaica,1969,37
Jamaica,1968,34
Jamaica,1967,33
Jamaica,1966,28
Jamaica,1965,25
Jamaica,1964,26
Jamaica,1963,25
Jamaica,1962,24
Jamaica,1961,25
Japan,2007,100
Japan,2006,100
Japan,2005,99
Japan,2004,99
Japan,2003,100
Japan,2002,100
Japan,2001,97
Japan,2000,100
Japan,1999,101
Japan,1998,101
Japan,1997,102
Japan,1996,102
Japan,1995,103
Japan,1994,105
Japan,1993,107
Japan,1992,108
Japan,1991,106
Japan,1990,106
Japan,1989,106
Japan,1988,105
Japan,1987,104
Japan,1986,102
Japan,1985,101
Japan,1984,97
Japan,1983,95
Japan,1982,93
Japan,1981,90
Japan,1980,90
Japan,1979,89
Japan,1978,84
Japan,1977,78
Japan,1976,73
Japan,1975,71
Japan,1974,71
Japan,1973,67
Japan,1972,67
Japan,1971,65
Japan,1970,62
Japan,1969,56
Japan,1968,50
Japan,1967,46
Japan,1966,43
Japan,1965,42
Japan,1964,40
Japan,1963,35
Japan,1962,33
Japan,1961,29
Jordan,2007,121
Jordan,2006,121
Jordan,2005,116
Jordan,2004,112
Jordan,2003,107
Jordan,2002,103
Jordan,2001,100
Jordan,2000,100
Jordan,1999,99
Jordan,1998,99
Jordan,1997,102
Jordan,1996,99
Jordan,1995,95
Jordan,1994,91
Jordan,1993,97
Jordan,1992,84
Jordan,1991,69
Jordan,1990,55
Jordan,1989,46
Jordan,1988,53
Jordan,1987,55
Jordan,1986,55
Jordan,1985,54
Jordan,1984,47
Jordan,1983,40
Jordan,1982,31
Jordan,1981,30
Jordan,1980,29
Jordan,1979,27
Jordan,1978,26
Jordan,1977,25
Jordan,1976,22
Jordan,1975,24
Jordan,1974,21
Jordan,1973,25
Jordan,1972,22
Jordan,1971,23
Jordan,1970,17
Jordan,1969,18
Jordan,1968,17
Jordan,1967,16
Jordan,1966,23
Jordan,1965,22
Jordan,1964,17
Jordan,1963,14
Jordan,1962,12
Jordan,1961,11
Kazakhstan,2007,133
Kazakhstan,2006,128
Kazakhstan,2005,122
Kazakhstan,2004,117
Kazakhstan,2003,111
Kazakhstan,2002,106
Kazakhstan,2001,102
Kazakhstan,2000,99
Kazakhstan,1999,98
Kazakhstan,1998,98
Kazakhstan,1997,105
Kazakhstan,1996,120
Kazakhstan,1995,146
Kazakhstan,1994,174
Kazakhstan,1993,187
Kazakhstan,1992,177
Kenya,2007,150
Kenya,2006,137
Kenya,2005,124
Kenya,2004,122
Kenya,2003,119
Kenya,2002,115
Kenya,2001,103
Kenya,2000,95
Kenya,1999,100
Kenya,1998,93
Kenya,1997,93
Kenya,1996,88
Kenya,1995,87
Kenya,1994,87
Kenya,1993,87
Kenya,1992,88
Kenya,1991,89
Kenya,1990,89
Kenya,1989,91
Kenya,1988,90
Kenya,1987,83
Kenya,1986,75
Kenya,1985,68
Kenya,1984,65
Kenya,1983,64
Kenya,1982,59
Kenya,1981,52
Kenya,1980,55
Kenya,1979,58
Kenya,1978,56
Kenya,1977,54
Kenya,1976,46
Kenya,1975,44
Kenya,1974,44
Kenya,1973,44
Kenya,1972,44
Kenya,1971,43
Kenya,1970,40
Kenya,1969,39
Kenya,1968,38
Kenya,1967,36
Kenya,1966,36
Kenya,1965,36
Kenya,1964,34
Kenya,1963,32
Kenya,1962,34
Kenya,1961,34
Kiribati,2007,107
Kiribati,2006,102
Kiribati,2005,126
Kiribati,2004,125
Kiribati,2003,122
Kiribati,2002,122
Kiribati,2001,110
Kiribati,2000,100
Kiribati,1999,89
Kiribati,1998,89
Kiribati,1997,89
Kiribati,1996,89
Kiribati,1995,85
Kiribati,1994,85
Kiribati,1993,85
Kiribati,1992,84
Kiribati,1991,83
Kiribati,1990,82
Kiribati,1989,81
Kiribati,1988,80
Kiribati,1987,80
Kiribati,1986,79
Kiribati,1985,78
Kiribati,1984,77
Kiribati,1983,76
Kiribati,1982,75
Kiribati,1981,74
Kiribati,1980,73
Kiribati,1979,72
Kiribati,1978,72
Kiribati,1977,72
Kiribati,1976,71
Kiribati,1975,70
Kiribati,1974,70
Kiribati,1973,70
Kiribati,1972,69
Kiribati,1971,68
Kiribati,1970,67
Kiribati,1969,67
Kiribati,1968,66
Kiribati,1967,65
Kiribati,1966,65
Kiribati,1965,73
Kiribati,1964,73
Kiribati,1963,62
Kiribati,1962,62
Kiribati,1961,62
Korea Dem. Rep.,2007,133
Korea Dem. Rep.,2006,133
Korea Dem. Rep.,2005,131
Korea Dem. Rep.,2004,130
Korea Dem. Rep.,2003,128
Korea Dem. Rep.,2002,126
Korea Dem. Rep.,2001,118
Korea Dem. Rep.,2000,100
Korea Dem. Rep.,1999,81
Korea Dem. Rep.,1998,67
Korea Dem. Rep.,1997,57
Korea Dem. Rep.,1996,67
Korea Dem. Rep.,1995,68
Korea Dem. Rep.,1994,81
Korea Dem. Rep.,1993,91
Korea Dem. Rep.,1992,102
Korea Dem. Rep.,1991,126
Korea Dem. Rep.,1990,125
Korea Dem. Rep.,1989,124
Korea Dem. Rep.,1988,123
Korea Dem. Rep.,1987,119
Korea Dem. Rep.,1986,115
Korea Dem. Rep.,1985,111
Korea Dem. Rep.,1984,106
Korea Dem. Rep.,1983,104
Korea Dem. Rep.,1982,99
Korea Dem. Rep.,1981,98
Korea Dem. Rep.,1980,94
Korea Dem. Rep.,1979,90
Korea Dem. Rep.,1978,85
Korea Dem. Rep.,1977,80
Korea Dem. Rep.,1976,76
Korea Dem. Rep.,1975,71
Korea Dem. Rep.,1974,67
Korea Dem. Rep.,1973,62
Korea Dem. Rep.,1972,61
Korea Dem. Rep.,1971,57
Korea Dem. Rep.,1970,54
Korea Dem. Rep.,1969,50
Korea Dem. Rep.,1968,47
Korea Dem. Rep.,1967,46
Korea Dem. Rep.,1966,44
Korea Dem. Rep.,1965,42
Korea Dem. Rep.,1964,42
Korea Dem. Rep.,1963,39
Korea Dem. Rep.,1962,38
Korea Dem. Rep.,1961,37
Korea Rep.,2007,104
Korea Rep.,2006,102
Korea Rep.,2005,97
Korea Rep.,2004,94
Korea Rep.,2003,101
Korea Rep.,2002,100
Korea Rep.,2001,97
Korea Rep.,2000,99
Korea Rep.,1999,103
Korea Rep.,1998,99
Korea Rep.,1997,96
Korea Rep.,1996,91
Korea Rep.,1995,85
Korea Rep.,1994,82
Korea Rep.,1993,81
Korea Rep.,1992,76
Korea Rep.,1991,65
Korea Rep.,1990,62
Korea Rep.,1989,59
Korea Rep.,1988,59
Korea Rep.,1987,57
Korea Rep.,1986,52
Korea Rep.,1985,48
Korea Rep.,1984,42
Korea Rep.,1983,37
Korea Rep.,1982,33
Korea Rep.,1981,31
Korea Rep.,1980,32
Korea Rep.,1979,30
Korea Rep.,1978,25
Korea Rep.,1977,23
Korea Rep.,1976,22
Korea Rep.,1975,21
Korea Rep.,1974,18
Korea Rep.,1973,16
Korea Rep.,1972,15
Korea Rep.,1971,14
Korea Rep.,1970,13
Korea Rep.,1969,12
Korea Rep.,1968,10
Korea Rep.,1967,8
Korea Rep.,1966,8
Korea Rep.,1965,8
Korea Rep.,1964,8
Korea Rep.,1963,7
Korea Rep.,1962,5
Korea Rep.,1961,6
Kuwait,2007,125
Kuwait,2006,125
Kuwait,2005,119
Kuwait,2004,112
Kuwait,2003,109
Kuwait,2002,99
Kuwait,2001,111
Kuwait,2000,93
Kuwait,1999,95
Kuwait,1998,87
Kuwait,1997,80
Kuwait,1996,76
Kuwait,1995,66
Kuwait,1994,59
Kuwait,1993,40
Kuwait,1992,18
Kuwait,1991,2
Kuwait,1990,63
Kuwait,1989,83
Kuwait,1988,86
Kuwait,1987,89
Kuwait,1986,85
Kuwait,1985,79
Kuwait,1984,69
Kuwait,1983,56
Kuwait,1982,39
Kuwait,1981,45
Kuwait,1980,53
Kuwait,1979,47
Kuwait,1978,34
Kuwait,1977,31
Kuwait,1976,28
Kuwait,1975,24
Kuwait,1974,24
Kuwait,1973,24
Kuwait,1972,25
Kuwait,1971,24
Kuwait,1970,23
Kuwait,1969,21
Kuwait,1968,14
Kuwait,1967,14
Kuwait,1966,17
Kuwait,1965,16
Kuwait,1964,13
Kuwait,1963,15
Kuwait,1962,14
Kuwait,1961,14
Kyrgyzstan,2007,103
Kyrgyzstan,2006,101
Kyrgyzstan,2005,101
Kyrgyzstan,2004,100
Kyrgyzstan,2003,102
Kyrgyzstan,2002,104
Kyrgyzstan,2001,102
Kyrgyzstan,2000,100
Kyrgyzstan,1999,97
Kyrgyzstan,1998,92
Kyrgyzstan,1997,89
Kyrgyzstan,1996,88
Kyrgyzstan,1995,87
Kyrgyzstan,1994,94
Kyrgyzstan,1993,106
Kyrgyzstan,1992,109
Laos,2007,126
Laos,2006,121
Laos,2005,117
Laos,2004,119
Laos,2003,112
Laos,2002,105
Laos,2001,99
Laos,2000,98
Laos,1999,101
Laos,1998,87
Laos,1997,84
Laos,1996,79
Laos,1995,85
Laos,1994,72
Laos,1993,73
Laos,1992,65
Laos,1991,57
Laos,1990,58
Laos,1989,58
Laos,1988,50
Laos,1987,50
Laos,1986,45
Laos,1985,42
Laos,1984,41
Laos,1983,38
Laos,1982,36
Laos,1981,35
Laos,1980,33
Laos,1979,27
Laos,1978,24
Laos,1977,23
Laos,1976,24
Laos,1975,21
Laos,1974,23
Laos,1973,23
Laos,1972,27
Laos,1971,29
Laos,1970,30
Laos,1969,31
Laos,1968,31
Laos,1967,32
Laos,1966,29
Laos,1965,26
Laos,1964,24
Laos,1963,21
Laos,1962,21
Laos,1961,20
Latvia,2007,105
Latvia,2006,101
Latvia,2005,106
Latvia,2004,102
Latvia,2003,100
Latvia,2002,97
Latvia,2001,100
Latvia,2000,100
Latvia,1999,99
Latvia,1998,116
Latvia,1997,119
Latvia,1996,116
Latvia,1995,139
Latvia,1994,151
Latvia,1993,201
Latvia,1992,253
Lebanon,2007,123
Lebanon,2006,123
Lebanon,2005,125
Lebanon,2004,121
Lebanon,2003,118
Lebanon,2002,114
Lebanon,2001,103
Lebanon,2000,103
Lebanon,1999,92
Lebanon,1998,89
Lebanon,1997,85
Lebanon,1996,73
Lebanon,1995,68
Lebanon,1994,68
Lebanon,1993,68
Lebanon,1992,67
Lebanon,1991,66
Lebanon,1990,62
Lebanon,1989,60
Lebanon,1988,61
Lebanon,1987,61
Lebanon,1986,60
Lebanon,1985,60
Lebanon,1984,61
Lebanon,1983,64
Lebanon,1982,67
Lebanon,1981,64
Lebanon,1980,64
Lebanon,1979,51
Lebanon,1978,35
Lebanon,1977,21
Lebanon,1976,20
Lebanon,1975,37
Lebanon,1974,43
Lebanon,1973,40
Lebanon,1972,41
Lebanon,1971,38
Lebanon,1970,36
Lebanon,1969,35
Lebanon,1968,38
Lebanon,1967,38
Lebanon,1966,38
Lebanon,1965,32
Lebanon,1964,29
Lebanon,1963,24
Lebanon,1962,22
Lebanon,1961,18
Lesotho,2007,98
Lesotho,2006,70
Lesotho,2005,108
Lesotho,2004,102
Lesotho,2003,100
Lesotho,2002,104
Lesotho,2001,102
Lesotho,2000,101
Lesotho,1999,96
Lesotho,1998,88
Lesotho,1997,96
Lesotho,1996,91
Lesotho,1995,107
Lesotho,1994,102
Lesotho,1993,108
Lesotho,1992,103
Lesotho,1991,91
Lesotho,1990,92
Lesotho,1989,98
Lesotho,1988,99
Lesotho,1987,104
Lesotho,1986,102
Lesotho,1985,99
Lesotho,1984,114
Lesotho,1983,110
Lesotho,1982,110
Lesotho,1981,104
Lesotho,1980,91
Lesotho,1979,77
Lesotho,1978,69
Lesotho,1977,70
Lesotho,1976,75
Lesotho,1975,85
Lesotho,1974,94
Lesotho,1973,95
Lesotho,1972,88
Lesotho,1971,87
Lesotho,1970,90
Lesotho,1969,89
Lesotho,1968,79
Lesotho,1967,76
Lesotho,1966,69
Lesotho,1965,66
Lesotho,1964,58
Lesotho,1963,68
Lesotho,1962,69
Lesotho,1961,64
Liberia,2007,124
Liberia,2006,117
Liberia,2005,110
Liberia,2004,109
Liberia,2003,107
Liberia,2002,105
Liberia,2001,104
Liberia,2000,100
Liberia,1999,95
Liberia,1998,94
Liberia,1997,93
Liberia,1996,93
Liberia,1995,90
Liberia,1994,90
Liberia,1993,90
Liberia,1992,90
Liberia,1991,90
Liberia,1990,91
Liberia,1989,91
Liberia,1988,91
Liberia,1987,91
Liberia,1986,88
Liberia,1985,87
Liberia,1984,84
Liberia,1983,82
Liberia,1982,79
Liberia,1981,77
Liberia,1980,74
Liberia,1979,73
Liberia,1978,72
Liberia,1977,70
Liberia,1976,67
Liberia,1975,64
Liberia,1974,63
Liberia,1973,61
Liberia,1972,59
Liberia,1971,57
Liberia,1970,54
Liberia,1969,52
Liberia,1968,50
Liberia,1967,47
Liberia,1966,46
Liberia,1965,44
Liberia,1964,43
Liberia,1963,42
Liberia,1962,40
Liberia,1961,39
Libya,2007,101
Libya,2006,101
Libya,2005,101
Libya,2004,101
Libya,2003,99
Libya,2002,99
Libya,2001,100
Libya,2000,99
Libya,1999,100
Libya,1998,102
Libya,1997,96
Libya,1996,95
Libya,1995,91
Libya,1994,81
Libya,1993,76
Libya,1992,76
Libya,1991,78
Libya,1990,77
Libya,1989,71
Libya,1988,63
Libya,1987,60
Libya,1986,61
Libya,1985,60
Libya,1984,59
Libya,1983,61
Libya,1982,57
Libya,1981,50
Libya,1980,51
Libya,1979,48
Libya,1978,41
Libya,1977,37
Libya,1976,42
Libya,1975,39
Libya,1974,32
Libya,1973,28
Libya,1972,28
Libya,1971,23
Libya,1970,24
Libya,1969,22
Libya,1968,20
Libya,1967,19
Libya,1966,20
Libya,1965,17
Libya,1964,15
Libya,1963,14
Libya,1962,13
Libya,1961,13
Liechtenstein,2007,95
Liechtenstein,2006,100
Liechtenstein,2005,100
Liechtenstein,2004,100
Liechtenstein,2003,100
Liechtenstein,2002,100
Liechtenstein,2001,100
Liechtenstein,2000,100
Liechtenstein,1999,100
Liechtenstein,1998,100
Liechtenstein,1997,100
Liechtenstein,1996,100
Liechtenstein,1995,100
Liechtenstein,1994,100
Liechtenstein,1993,100
Liechtenstein,1992,107
Liechtenstein,1991,109
Liechtenstein,1990,109
Liechtenstein,1989,111
Liechtenstein,1988,108
Liechtenstein,1987,111
Liechtenstein,1986,111
Liechtenstein,1985,106
Liechtenstein,1984,99
Liechtenstein,1983,87
Liechtenstein,1982,82
Liechtenstein,1981,77
Liechtenstein,1980,75
Liechtenstein,1979,68
Liechtenstein,1978,61
Liechtenstein,1977,59
Liechtenstein,1976,55
Liechtenstein,1975,52
Liechtenstein,1974,48
Liechtenstein,1973,46
Liechtenstein,1972,47
Liechtenstein,1971,47
Liechtenstein,1970,51
Liechtenstein,1969,50
Liechtenstein,1968,51
Liechtenstein,1967,51
Liechtenstein,1966,47
Liechtenstein,1965,47
Liechtenstein,1964,44
Liechtenstein,1963,47
Liechtenstein,1962,48
Liechtenstein,1961,45
Lithuania,2007,120
Lithuania,2006,115
Lithuania,2005,115
Lithuania,2004,110
Lithuania,2003,103
Lithuania,2002,99
Lithuania,2001,94
Lithuania,2000,102
Lithuania,1999,103
Lithuania,1998,112
Lithuania,1997,114
Lithuania,1996,108
Lithuania,1995,111
Lithuania,1994,124
Lithuania,1993,143
Lithuania,1992,183
Luxembourg,2007,48
Luxembourg,2006,46
Luxembourg,2005,88
Luxembourg,2004,89
Luxembourg,2003,95
Luxembourg,2002,99
Luxembourg,2001,87
Luxembourg,2000,112
Madagascar,2007,109
Madagascar,2006,108
Madagascar,2005,103
Madagascar,2004,90
Madagascar,2003,88
Madagascar,2002,87
Madagascar,2001,91
Madagascar,2000,103
Madagascar,1999,105
Madagascar,1998,106
Madagascar,1997,108
Madagascar,1996,106
Madagascar,1995,105
Madagascar,1994,103
Madagascar,1993,102
Madagascar,1992,101
Madagascar,1991,100
Madagascar,1990,99
Madagascar,1989,97
Madagascar,1988,96
Madagascar,1987,93
Madagascar,1986,92
Madagascar,1985,91
Madagascar,1984,90
Madagascar,1983,88
Madagascar,1982,88
Madagascar,1981,89
Madagascar,1980,87
Madagascar,1979,85
Madagascar,1978,95
Madagascar,1977,65
Madagascar,1976,78
Madagascar,1975,78
Madagascar,1974,76
Madagascar,1973,76
Madagascar,1972,76
Madagascar,1971,72
Madagascar,1970,75
Madagascar,1969,75
Madagascar,1968,77
Madagascar,1967,75
Madagascar,1966,74
Madagascar,1965,62
Madagascar,1964,68
Madagascar,1963,66
Madagascar,1962,66
Madagascar,1961,63
Malawi,2007,136
Malawi,2006,123
Malawi,2005,117
Malawi,2004,111
Malawi,2003,110
Malawi,2002,108
Malawi,2001,105
Malawi,2000,101
Malawi,1999,92
Malawi,1998,90
Malawi,1997,85
Malawi,1996,98
Malawi,1995,82
Malawi,1994,77
Malawi,1993,82
Malawi,1992,82
Malawi,1991,82
Malawi,1990,78
Malawi,1989,74
Malawi,1988,74
Malawi,1987,77
Malawi,1986,76
Malawi,1985,61
Malawi,1984,68
Malawi,1983,68
Malawi,1982,72
Malawi,1981,69
Malawi,1980,59
Malawi,1979,55
Malawi,1978,56
Malawi,1977,54
Malawi,1976,51
Malawi,1975,47
Malawi,1974,45
Malawi,1973,42
Malawi,1972,39
Malawi,1971,39
Malawi,1970,40
Malawi,1969,39
Malawi,1968,33
Malawi,1967,31
Malawi,1966,27
Malawi,1965,26
Malawi,1964,25
Malawi,1963,25
Malawi,1962,23
Malawi,1961,21
Malaysia,2007,130
Malaysia,2006,129
Malaysia,2005,124
Malaysia,2004,118
Malaysia,2003,113
Malaysia,2002,109
Malaysia,2001,101
Malaysia,2000,98
Malaysia,1999,100
Malaysia,1998,108
Malaysia,1997,107
Malaysia,1996,106
Malaysia,1995,106
Malaysia,1994,104
Malaysia,1993,99
Malaysia,1992,90
Malaysia,1991,81
Malaysia,1990,70
Malaysia,1989,62
Malaysia,1988,55
Malaysia,1987,52
Malaysia,1986,46
Malaysia,1985,43
Malaysia,1984,38
Malaysia,1983,35
Malaysia,1982,32
Malaysia,1981,30
Malaysia,1980,28
Malaysia,1979,26
Malaysia,1978,26
Malaysia,1977,25
Malaysia,1976,25
Malaysia,1975,23
Malaysia,1974,19
Malaysia,1973,18
Malaysia,1972,18
Malaysia,1971,17
Malaysia,1970,16
Malaysia,1969,15
Malaysia,1968,14
Malaysia,1967,13
Malaysia,1966,13
Malaysia,1965,12
Malaysia,1964,11
Malaysia,1963,10
Malaysia,1962,9
Malaysia,1961,9
Mali,2007,138
Mali,2006,130
Mali,2005,123
Mali,2004,118
Mali,2003,112
Mali,2002,107
Mali,2001,102
Mali,2000,99
Mali,1999,97
Mali,1998,94
Mali,1997,91
Mali,1996,89
Mali,1995,88
Mali,1994,86
Mali,1993,85
Mali,1992,84
Mali,1991,91
Mali,1990,94
Mali,1989,90
Mali,1988,87
Mali,1987,84
Mali,1986,85
Mali,1985,76
Mali,1984,88
Mali,1983,92
Mali,1982,100
Mali,1981,96
Mali,1980,85
Mali,1979,78
Mali,1978,75
Mali,1977,67
Mali,1976,64
Mali,1975,60
Mali,1974,53
Mali,1973,50
Mali,1972,61
Mali,1971,69
Mali,1970,70
Mali,1969,69
Mali,1968,66
Mali,1967,64
Mali,1966,61
Mali,1965,58
Mali,1964,54
Mali,1963,51
Mali,1962,48
Mali,1961,46
Malta,2007,89
Malta,2006,88
Malta,2005,87
Malta,2004,90
Malta,2003,101
Malta,2002,101
Malta,2001,100
Malta,2000,97
Malta,1999,102
Malta,1998,102
Malta,1997,95
Malta,1996,92
Malta,1995,76
Malta,1994,78
Malta,1993,75
Malta,1992,73
Malta,1991,73
Malta,1990,71
Malta,1989,72
Malta,1988,72
Malta,1987,70
Malta,1986,70
Malta,1985,68
Malta,1984,63
Malta,1983,59
Malta,1982,53
Malta,1981,56
Malta,1980,54
Malta,1979,59
Malta,1978,67
Malta,1977,68
Malta,1976,59
Malta,1975,55
Malta,1974,54
Malta,1973,56
Malta,1972,52
Malta,1971,52
Malta,1970,52
Malta,1969,47
Malta,1968,47
Malta,1967,36
Malta,1966,36
Malta,1965,40
Malta,1964,34
Malta,1963,33
Malta,1962,33
Malta,1961,34
Martinique,2007,88
Martinique,2006,88
Martinique,2005,89
Martinique,2004,89
Martinique,2003,89
Martinique,2002,88
Martinique,2001,100
Martinique,2000,99
Martinique,1999,99
Martinique,1998,97
Martinique,1997,96
Martinique,1996,103
Martinique,1995,90
Martinique,1994,100
Martinique,1993,106
Martinique,1992,112
Martinique,1991,112
Martinique,1990,108
Martinique,1989,103
Martinique,1988,107
Martinique,1987,112
Martinique,1986,118
Martinique,1985,122
Martinique,1984,124
Martinique,1983,124
Martinique,1982,117
Martinique,1981,111
Martinique,1980,112
Martinique,1979,106
Martinique,1978,97
Martinique,1977,108
Martinique,1976,82
Martinique,1975,92
Martinique,1974,101
Martinique,1973,105
Martinique,1972,92
Martinique,1971,85
Martinique,1970,94
Martinique,1969,87
Martinique,1968,71
Martinique,1967,64
Martinique,1966,64
Martinique,1965,63
Martinique,1964,65
Martinique,1963,68
Martinique,1962,77
Martinique,1961,83
Mauritania,2007,114
Mauritania,2006,114
Mauritania,2005,114
Mauritania,2004,112
Mauritania,2003,111
Mauritania,2002,109
Mauritania,2001,104
Mauritania,2000,99
Mauritania,1999,95
Mauritania,1998,92
Mauritania,1997,89
Mauritania,1996,90
Mauritania,1995,84
Mauritania,1994,81
Mauritania,1993,82
Mauritania,1992,89
Mauritania,1991,92
Mauritania,1990,91
Mauritania,1989,84
Mauritania,1988,80
Mauritania,1987,78
Mauritania,1986,78
Mauritania,1985,78
Mauritania,1984,74
Mauritania,1983,78
Mauritania,1982,80
Mauritania,1981,82
Mauritania,1980,80
Mauritania,1979,77
Mauritania,1978,75
Mauritania,1977,72
Mauritania,1976,67
Mauritania,1975,60
Mauritania,1974,59
Mauritania,1973,63
Mauritania,1972,72
Mauritania,1971,75
Mauritania,1970,75
Mauritania,1969,74
Mauritania,1968,77
Mauritania,1967,74
Mauritania,1966,73
Mauritania,1965,70
Mauritania,1964,68
Mauritania,1963,66
Mauritania,1962,65
Mauritania,1961,64
Mauritius,2007,146
Mauritius,2006,129
Mauritius,2005,135
Mauritius,2004,135
Mauritius,2003,126
Mauritius,2002,123
Mauritius,2001,115
Mauritius,2000,93
Mauritius,1999,90
Mauritius,1998,82
Mauritius,1997,91
Mauritius,1996,91
Mauritius,1995,87
Mauritius,1994,86
Mauritius,1993,80
Mauritius,1992,75
Mauritius,1991,66
Mauritius,1990,66
Mauritius,1989,62
Mauritius,1988,60
Mauritius,1987,54
Mauritius,1986,49
Mauritius,1985,43
Mauritius,1984,41
Mauritius,1983,42
Mauritius,1982,42
Mauritius,1981,39
Mauritius,1980,41
Mauritius,1979,42
Mauritius,1978,33
Mauritius,1977,42
Mauritius,1976,41
Mauritius,1975,38
Mauritius,1974,34
Mauritius,1973,31
Mauritius,1972,29
Mauritius,1971,28
Mauritius,1970,28
Mauritius,1969,27
Mauritius,1968,28
Mauritius,1967,27
Mauritius,1966,27
Mauritius,1965,28
Mauritius,1964,29
Mauritius,1963,30
Mauritius,1962,27
Mauritius,1961,26
Mexico,2007,118
Mexico,2006,117
Mexico,2005,115
